document	token_label	emotion_label
"""Oh I just wanted to see how you danced "" she said tamely the force of her original feeling having been weakened by a thought of what she was doing He noted the change and smiled It was lovely to be dancing with her He had not thought mere dancing could hold such charm."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O	happiness
Still now that he had said this strong thoughts of her were in his mind And despite his involved social and financial position which he now recalled it was interesting to him to see how deliberately and even calculatingly--and worse enthusiastically-- he was pumping the bellows that tended only to heighten the flames of his desire for this girl to feed a fire that might ultimately consume him--and how deliberately and resourcefully	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
Instead of dwelling on the works of nature its beauty and subtlety to his material disadvantage he found a happy mean owing to the swiftness of his intellectual operations whereby he could intellectually and emotionally rejoice in the beauty of life without interfering with his perpetual material and financial calculations And when it came to women and morals which involved so much relating to beauty happiness a sense of distinction and variety in living he was but now beginning to suspect for himself at least that apart from maintaining organized society in its present form there was no basis for this one-life one-love idea.	O O O O O O O O O O O O O O O O O O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
And it presents the operations of the subtlest of the intellectuals and of the egoists Cowperwood was a financier Instead of dwelling on the works of nature its beauty and subtlety to his material disadvantage he found a happy mean owing to the swiftness of his intellectual operations whereby he could intellectually and emotionally rejoice in the beauty of life without interfering with his perpetual material and financial calculations And when it came to women and morals which involved so much relating to beauty happiness a sense of distinction and variety in living he was but now beginning to suspect for himself at least that apart from maintaining organized society in its present form there was no basis for this one-life one-love idea.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
Again it was so very evident in so many ways that force was the answer--great mental and physical force Why these giants of commerce and money could do as they pleased in this life and did He had already had ample local evidence of it in more than one direction Worse--the little guardians of so-called law and morality the newspapers the preachers the police and the public moralists generally so loud in their denunciation of evil in humble places were cowards all when it came to corruption in high ones They did not dare to utter a feeble squeak until some giant had accidentally fallen and they could do so without danger to themselves Then O Heavens the palaver What beatings of tom-toms What mouthings of pharisaical moralities--platitudes Run now good people for you may see clearly how evil is dealt with in high places	O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO I-EMO I-EMO O O O O O O O O O O O O O O O O O O O O O O	anger
"Again it was so very evident in so many ways that force was the answer--great mental and physical force Why these giants of commerce and money could do as they pleased in this life and did He had already had ample local evidence of it in more than one direction Worse--the little guardians of so-called law and morality the newspapers the preachers the police and the public moralists generally so loud in their denunciation of evil in humble places were cowards all when it came to corruption in high ones They did not dare to utter a feeble squeak until some giant had accidentally fallen and they could do so without danger to themselves Then O Heavens the palaver What beatings of tom-toms What mouthings of pharisaical moralities--platitudes Run now good people for you may see clearly how evil is dealt with in high places It made him smile Such hypocrisy Such cant Still so the world was organized and it was not for him to set it right Let it wag as it would The thing for him to do was to get rich and hold his own--to build up a seeming of virtue and dignity which would pass muster for the genuine thing Force would do that Quickness of wit And he had these ""I satisfy myself "" was his motto and it might well have been emblazoned upon any coat of arms which he could have contrived to set forth his claim to intellectual and social nobility."	O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	anger
But this matter of Aileen was up for consideration and solution at this present moment and because of his forceful determined character he was presently not at all disturbed by the problem it presented It was a problem like some of those knotty financial complications which presented themselves daily but it was not insoluble What did he want to do He couldn't leave his wife and fly with Aileen that was certain He had too many connections He had too many social and thinking of his children and parents emotional as well as financial ties to bind him Besides he was not at all sure that he wanted to He did not intend to leave his growing interests and at the same time he did not intend to give up Aileen immediately The unheralded manifestation of interest on her part was too attractive.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO I-EMO I-EMO I-EMO I-EMO I-EMO I-EMO O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O	disgust
At the same time in contemplating his wife in connection with all this he had many qualms some emotional some financial While she had yielded to his youthful enthusiasm for her after her husband's death he had only since learned that she was a natural conservator of public morals--the cold purity of the snowdrift in so far as the world might see combined at times with the murky mood of the wanton.	O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	disgust
And yet as he had also learned she was ashamed of the passion that at times swept and dominated her This irritated Cowperwood as it would always irritate any strong acquisitive direct-seeing temperament While he had no desire to acquaint the whole world with his feelings why should there be concealment between them or at least mental evasion of a fact which physically she subscribed to Why do one thing and think another	O O O O O O O O O B-EMO I-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
At the same time in contemplating his wife in connection with all this he had many qualms some emotional some financial While she had yielded to his youthful enthusiasm for her after her husband's death he had only since learned that she was a natural conservator of public morals--the cold purity of the snowdrift in so far as the world might see combined at times with the murky mood of the wanton And yet as he had also learned she was ashamed of the passion that at times swept and dominated her This irritated Cowperwood as it would always irritate any strong acquisitive direct-seeing temperament While he had no desire to acquaint the whole world with his feelings why should there be concealment between them or at least mental evasion of a fact which physically she subscribed to Why do one thing and think another To be sure she was devoted to him in her quiet way not passionately (as he looked back he could not say that she had ever been that) but intellectually Duty as she understood it played a great part in this.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	anger
It is a question as to what would have happened if antagonistic forces could have been introduced just at this time Emotions and liaisons of this character can of course occasionally be broken up and destroyed The characters of the individuals can be modified or changed to a certain extent but the force must be quite sufficient Fear is a great deterrent--fear of material loss where there is no spiritual dread--but wealth and position so often tend to destroy this dread It is so easy to scheme with means Aileen had no spiritual dread whatever Cowperwood was without spiritual or religious feeling He looked at this girl and his one thought was how could he so deceive the world that he could enjoy her love and leave his present state undisturbed Love her he did surely.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO B-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O O O O O O O O O O	fear
And as for safeguards against the production of new life--they were not mysteries to him any longer He knew all about them Care was the point of caution He had to be cautious for he was so rapidly coming to be an influential and a distinguished man Aileen of course was not conscious except in a vague way of the drift of her passion the ultimate destiny to which this affection might lead was not clear to her Her craving was for love--to be fondled and caressed--and she really did not think so much further Further thoughts along this line were like rats that showed their heads out of dark holes in shadowy corners and scuttled back at the least sound And anyhow all that was to be connected with Cowperwood would be beautiful She really did not think that he loved her yet as he should but he would She did not know that she wanted to interfere with the claims of his wife She did not think she did But it would not hurt Mrs Cowperwood if Frank loved her--Aileen--also.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
for the time being there was love-making the usual billing and cooing of lovers in a simple and much less than final fashion and the lovely horseback rides together under the green trees of the approaching spring were idyllic Cowperwood awakened to a sense of joy in life such as he fancied in the blush of this new desire he had never experienced before Lillian had been lovely in those early days in which he had first called on her in North Front Street and he had fancied himself unspeakably happy at that time but that was nearly ten years since and he had forgotten.	O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O B-EMO I-EMO I-EMO I-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
He paused She still gazed thoughtfully at the water below her mind running out to a yacht on the sea with him a palace somewhere-- just they two Her eyes half closed saw this happy world and listening to him she was fascinated.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU O O B-EMO	happiness
Mrs Cowperwood might die or he might run away with her at thirty-five when he had a million Some adjustment would be made somehow Nature had given her this man She relied on him implicitly When he told her that he would take care of her so that nothing evil should befall she believed him fully Such sins are the commonplaces of the confessional.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O B-EMO I-EMO I-EMO O O O O O O O O	happiness
That the modern home is the most beautiful of schemes when based upon mutual sympathy and understanding between two need not be questioned And yet this fact should not necessarily carry with it a condemnation of all love not so fortunate as to find so happy a denouement Life cannot be put into any mold and the attempt might as well be abandoned at once Those so fortunate as to find harmonious companionship for life should congratulate themselves and strive to be worthy of it Those not so blessed though they be written down as pariahs have yet some justification And besides whether we will or not theory or no theory the basic facts of chemistry and physics remain Like is drawn to like.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
These two felt unutterably bound to each other Cowperwood once he came to understand her fancied that he had found the one person with whom he could live happily the rest of his life She was so young so confident so hopeful so undismayed All these months since they had first begun to reach out to each other he had been hourly contrasting her with his wife.	O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
As it was he was constantly watching the certificates of loan issue for the city treasury --buying large quantities when the market was falling to protect it and selling heavily though cautiously when he saw it rising and to do this he had to have a great deal of free money to permit him to do it He was constantly fearful of some break in the market which would affect the value of all his securities and result in the calling of his loans There was no storm in sight He did not see that anything could happen in reason but he did not want to spread himself out too thin.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
Things had changed considerably for him since the days when he had been fortuitously and almost indifferently made city treasurer His method of dressing had so much improved since he had been inducted into office and his manner expressed so much more good feeling confidence aplomb that he would not have recognized himself if he had been permitted to see himself as had those who had known him before.	O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
"His one pet idea the thing he put more faith in than anything else was his street-railway manipulations and particularly his actual control of the Seventeenth and Nineteenth Street line Through an advance to him on deposit made in his bank by Stener at a time when the stock of the Seventeenth and Nineteenth Street line was at a low ebb he had managed to pick up fifty-one per cent of the stock for himself and Stener by virtue of which he was able to do as he pleased with the road To accomplish this however he had resorted to some very ""peculiar"" methods as they afterward came to be termed in financial circles to get this stock at his own valuation Through agents he caused suits for damages to be brought against the company for non-payment of interest due A little stock in the hands of a hireling a request made to a court of record to examine the books of the company in order to determine whether a receivership were not advisable a simultaneous attack in the stock market selling at three five seven and ten points off brought the frightened stockholders into the market with their holdings The banks considered the line a poor risk and called their loans in connection with it."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O	fear
This intoxicated him for immediately he saw the opportunity of fulfilling his long-contemplated dream--that of reorganizing the company in conjunction with the North Pennsylvania line issuing three shares where one had been before and after unloading all but a control on the general public using the money secured to buy into other lines which were to be boomed and sold in the same way In short he was one of those early daring manipulators who later were to seize upon other and ever larger phases of American natural development for their own aggrandizement.	O B-EMO O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness
However by the spring and summer of 1871 Cowperwood had actually without being in any conceivable danger from any source spread himself out very thin Because of his great success he had grown more liberal--easier--in his financial ventures By degrees and largely because of his own confidence in himself he had induced his father to enter upon his street-car speculations to use the resources of the Third National to carry a part of his loans and to furnish capital at such times as quick resources were necessary In the beginning the old gentleman had been a little nervous and skeptical but as time had worn on and nothing but profit eventuated he grew bolder and more confident.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O B-EMO I-EMO	happiness
Then after several years of this secret relationship in which the ties of sympathy and understanding grew stronger instead of weaker came the storm It burst unexpectedly and out of a clear sky and bore no relation to the intention or volition of any individual It was nothing more than a fire a distant one--the great Chicago fire October 7th 1871 which burned that city-- its vast commercial section--to the ground and instantly and incidentally produced a financial panic vicious though of short duration in various other cities in America.	O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	surprise
Cowperwood Sr was already plucking at his side-whiskers in a confused and troubled way He was cogitating as to what might happen to him in case his son failed for he was deeply involved with him He was a little gray in his complexion now frightened for he had already strained many points in his affairs to accommodate his son If Frank should not be able promptly on the morrow to meet the call which the bank might have to make for one hundred and fifty thousand dollars the onus and scandal of the situation would be on him.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO I-EMO O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
"""Sure that's a nice little storm in a teapot now isn't it Chicago begins to burn and I have to worry here in Philadelphia Well well--"" Cowperwood was up now and moving to the door ""And where are you going"	O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU O O O O B-EMO O O O O O O O O O O O O O O O O O O O	fear
Owen was running swiftly in his mind over Cowperwood's affairs--as much as he knew of them He felt keenly that the banker ought to be shaken out This dilemma was his fault not Stener's--he felt It was strange to him that his father did not see it and resent it.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	surprise
He was of a domestic turn of mind Still Sunday evening being an excellent one for conference purposes generally in the world of politics he was not without the thought that some one or other of his distinguished confreres might call and when the combination footman and butler announced the presence of Butler and his son he was well pleased.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O B-EMO I-EMO	happiness
He hurried down the street to various bankers and brokers suggesting that they do this--close the exchange At a few minutes before twelve o'clock he drove rapidly to the station to meet Stener but to his great disappointment the latter did not arrive It looked as though he had missed his train Cowperwood sensed something some trick and decided to go to the city hall and also to Stener's house Perhaps he had returned and was trying to avoid him.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
Stener as he saw him now was a pawn in whosoever's hands he happened to be at the time and despite Mr Mollenhauer and Mr Simpson and Mr Butler he proposed to attempt to keep him in his own hands if possible And so he stood there looking at him as might a snake at a bird determined to galvanize him into selfish self-interest if possible But Stener was so frightened that at the moment it looked as though there was little to be done with him His face was a grayish-blue: his eyelids and eye rings puffy and his hands and lips moist God what a hole he was in now	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O	fear
"""But what can I do Frank "" he pleaded weakly ""I can't go against Mollenhauer They can prosecute me if I do that They can do it anyhow I can't do that I'm not strong enough If they didn't know if you hadn't told them it might be different but this way--"" He shook his head sadly his gray eyes filled with a pale distress."	O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO I-EMO I-EMO I-EMO O O O O O O O O	sadness
Stener stood there ridiculously meditating when as a matter of fact his very financial blood was oozing away Yet he was afraid to act He was afraid of Mollenhauer afraid of Cowperwood afraid of life and of himself The thought of panic loss was not so much a definite thing connected with his own property his money as it was with his social and political standing in the community.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
That was why he had been so ready to let Cowperwood act for him and now when he should have seen more clearly than ever the significance of what Cowperwood was proposing he was frightened and his reason obscured by such things as Mollenhauer's probable opposition and rage Cowperwood's possible failure his own inability to face a real crisis Cowperwood's innate financial ability did not reassure Stener in this hour.	O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O B-EMO O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
"""Good God how you talk "" exploded Cowperwood angrily looking at him with ill-concealed contempt ""Go ahead See Mollenhauer Let him tell you how to cut your own throat for his benefit It won't be right to loan me three hundred thousand dollars more but it will be right to let the five hundred thousand dollars you have loaned stand unprotected and lose it That's right isn't it That's just what you propose to do--lose it and everything else besides I want to tell you what it is George--you've lost your mind."	O O O O O O O O O O O O O B-EMO I-EMO O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	disgust
Stener was just about to make another weak rejoinder when the door from the outer office opened and Albert Stires Stener's chief clerk entered Stener was too flustered to really pay any attention to Stires for the moment but Cowperwood took matters in his own hands.	O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O B-EMO I-EMO O O O O O O O O O O O O O O O O O O	fear
During this drive curiously by reason of one of those strange psychologic intuitions which so often precede a human difficulty of one sort or another he had been thinking of Aileen He was thinking of the peculiarity of his relationship with her and of the fact that now he was running to her father for assistance.	O O O B-EMO O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O	surprise
Owen was puzzled by the old man's angry mood He wondered what it all meant but thought he and Cowperwood might have had a few words He went out to his desk to write a note and call a clerk Butler went to the window and stared out.	O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	disgust
"""It's a great blow to me daughter It's a great blow to me "" he said ""I'm willing to take your word if ye say so but I can't help thinkin' what a sad thing it would be if ye were lyin' to me I haven't had the house watched I only got this this mornin'."	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-EMO O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O	sadness
"""Why your mother would die of a broken heart if she thought there was anybody could say the least word against ye "" pursued Butler in a shaken voice ""This man has a family--a wife and children Ye oughtn't to want to do anythin' to hurt them They'll have trouble enough if I'm not mistaken--facin' what's comin' to them in the future "" and Butler's jaw hardened just a little ""Ye're a beautiful girl Ye're young Ye have money There's dozens of young men'd be proud to make ye their wife Whatever ye may be thinkin' or doin' don't throw away your life Don't destroy your immortal soul Don't break my heart entirely."""	O O O O O O B-EMO I-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
Now he was distressed as to what Aileen would do say if suddenly she were confronted by her father If he could only get to her But if he was to meet Butler's call for his loan and the others which would come yet to-day or on the morrow there was not a moment to lose If he did not pay he must assign at once Butler's rage Aileen his own danger were brushed aside for the moment His mind concentrated wholly on how to save himself financially.	O O O B-EMO O O B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	sadness
I ask the indulgence of the children who may read this book for dedicating it to a grown-up.	O O O O B-EMO I-EMO O O O O O O O O B-CAU I-CAU I-CAU I-CAU	sadness
Grown-ups never understand anything by themselves and it is tiresome for children to be always and forever explaining things to them.	O O O O O O O O O B-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	disgust
Until one day his girl told him she was going to Paris and will never come back She also told him that she cannot visualize any future for the both of them so they went their own ways there and then Heartbroken the guy agreed.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O O B-EMO O O O	sadness
He met her on a party She was so outstanding many guys chasing after her while he so average nobody paid attention to him At the end of the party he finally found courage to invite her to have coffee with him She was surprised but out of politeness she promised.	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O B-EMO O O O O O O	surprise
"They sat in a nice coffee shop he was too nervous to say anything she felt uncomfortable waiting for coffee She kept on thinking ""Please let it get over soon let me go home"	O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O O B-EMO O O O O O O O O O O O O O O O O O	disgust
She didn t seem to be annoyed by my words instead she asked me softly why I avoided her question This made her angry She shouted at me ± you are not a man	O O O O O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU O O O B-EMO O O O O O O O O O O	anger
I gently touched my husband’s shoulder and we looked into each other’s eyes with the same fear and knowledge that Noah’s wasn’t getting any better I offered to take over for him but he shook his head and once again I was amazed at this wonderful man who is the father of my children.	O O O O O O O O O O O O O O O O O B-EMO I-EMO O O B-CAU I-CAU I-CAU I-CAU O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	fear
She was angry with her boss for criticising her work.	O O B-EMO O O O O B-CAU I-CAU I-CAU	anger
She was annoyed by his comments.	O O B-EMO O B-CAU I-CAU	disgust
They were appalled to hear that they would lose their jobs.	O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU	surprise
I felt a little apprehensive before my interview.	O O O O B-EMO B-CAU I-CAU I-CAU	sadness
How could you say such a thing You should be ashamed of yourself	O O O O B-CAU I-CAU I-CAU O O O B-EMO O O	fear
"when someone breaks the trust you have in them: ""He betrayed my trust when he repeated my secret to everyone."""	O O O O O O O O O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger
I'm sorry I forgot your birthday – I was confused about the dates.	O B-EMO B-CAU I-CAU I-CAU I-CAU O O O O O O O	sadness
I was cross with him for not helping me as he said he would.	O O B-EMO O O O B-CAU I-CAU I-CAU O O O O O	anger
I'm delighted that I got the job It's just what I always wanted.	O B-EMO O B-CAU I-CAU I-CAU I-CAU O O O O O O	happiness
She was disappointed by her son's poor results at school.	O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness
I was furious with him for breaking my favourite vase.	O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU	anger
As a child she was frightened of the dark.	O O O O O B-EMO O B-CAU I-CAU	fear
She was happy to hear the good news.	O O B-EMO O B-CAU I-CAU I-CAU I-CAU	happiness
I'm horrified by the amount of violence on television today.	O B-EMO O O O O B-CAU O O O	surprise
I get so irritated when he changes TV channels without asking me first.	O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger
After 10 years at this company I just feel jaded.	O B-CAU I-CAU I-CAU I-CAU I-CAU O O O B-EMO	sadness
I feel very negative about my job – the pay is awful.	O O O B-EMO O O O O O B-CAU I-CAU I-CAU	sadness
