clause	token_label	emotion-label	doc_id
""" or ""argeeable formula"	O O O O	happiness	1254
""" as it was later termed"	O O O O O O	happiness	1254
of buying a certain property on a long-time payment and issuing stocks or bonds sufficient not only to pay your seller	O O O O O O O O O O O O O O O O O O O O O	happiness	1254
but to reimburse you for your trouble	O O O O O O O	happiness	1254
to say nothing of giving you a margin wherewith to invest in other things-- allied properties	O O O O O O O O O O O O O O O O	happiness	1254
for instance	O O	happiness	1254
against which more bonds could be issued	O O O O O O O	happiness	1254
and so on	O O O	happiness	1254
ad infinitum	O O	happiness	1254
It became an old story later	O O O O O O	happiness	1254
but it was new at that time	O O O O O O O	happiness	1254
and he kept the thought closely to himself	O O O O O O O O	happiness	1254
None the less he was glad to have Stener speak of this	O O O O O O O O O O O O	happiness	1254
since street-railways were his hobby	O O O O O	happiness	1254
and he was convinced that he would be a great master of them if he ever had an opportunity to control them.	O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1254
Butler was sorry that he had called his youngest a baggage	O B-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1256
but these children--God bless his soul--were a great annoyance	O O O O O O O O O	sadness	1256
Why	O	sadness	1256
in the name of all the saints	O O O O O O O	sadness	1256
wasn't this house good enough for them	O O O O O O O	sadness	1256
But no	O O	anger	1258
her father	O O	anger	1258
whom she loved dearly	O O O O	anger	1258
was of the old school	O O O O O	anger	1258
He was just what people charged him with being	O O O O O O O O O	anger	1258
a rough Irish contractor	O O O O	anger	1258
He might be rich	O O O O	anger	1258
She flared up at the injustice of things--why couldn't he have been rich and refined	O B-EMO I-EMO O B-CAU I-CAU I-CAU I-CAU O O O O O O O	anger	1258
too	O	anger	1258
Then they could have--but	O O O O	anger	1258
oh	O	anger	1258
what was the use of complaining	O O O O O O	anger	1258
They would never get anywhere with her father and mother in charge	O O O O O O O O O O O O	anger	1258
She would just have to wait	O O O O O O	anger	1258
Marriage was the answer--the right marriage	O O O O O O	anger	1258
But whom was she to marry	O O O O O O	anger	1258
It was curious	O O O	anger	1259
though	O	anger	1259
that it was Aileen who commanded nearly all their attention and fixed their minds on her so-called idiosyncrasies	O O O O O O O O O O O O O O O O O O	anger	1259
All they said was in its peculiar way true	O O O O O O O O O	anger	1259
but in addition the girl was really beautiful and much above the average intelligence and force	O O O O O O O O O O O O O O O O	anger	1259
She was running deep with ambition	O O O O O O	anger	1259
and she was all the more conspicuous	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger	1259
and in a way irritating to some	O O O O B-EMO O O	anger	1259
because she reflected in her own consciousness her social defects	O O O O O O O O O O	anger	1259
against which she was inwardly fighting	O O O O O O	anger	1259
She resented the fact that people could justly consider her parents ineligible	O O O O O O O O O O O O	anger	1259
and for that reason her also.	O O O O O O	anger	1259
"""It's perfectly lovely"	O O O	fear	1262
I think	O O	fear	1262
Mrs	O	fear	1262
Butler	O	fear	1262
""" commented Mrs"	O O O	fear	1262
Cowperwood	O	fear	1262
a little bit nervous because of others.	O O O B-EMO O O B-CAU	fear	1262
He did not know why he said this	O O O O O O O O	happiness	1264
He was not especially poetic	O O O O O	happiness	1264
He had not formulated the phrase beforehand	O O O O O O O	happiness	1264
Since his first glimpse of her in the hall	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1264
his feelings and ideas had been leaping and plunging like spirited horses	O O O O O O O O O O B-EMO O	happiness	1264
This girl made him set his teeth and narrow his eyes	O O O O B-EMO I-EMO I-EMO I-EMO I-EMO I-EMO I-EMO	happiness	1264
Involuntarily he squared his jaw	O O O O O	happiness	1264
looking more defiant	O O O	happiness	1264
forceful	O	happiness	1264
efficient	O	happiness	1264
as she drew near	O O O O	happiness	1264
And then she came to the matter of a train-gown	O O O O O O O O O O	happiness	1267
Kathleen laid out five	O O O O	happiness	1267
for Aileen had come into the joy and honor of these things recently	O O O O O O O O B-EMO O O O O	happiness	1267
and she had	O O O	happiness	1267
with the permission of her mother and father	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1267
indulged herself to the full	O O O O O	happiness	1267
She studied a golden-yellow silk	O O O O O	happiness	1267
with cream-lace shoulder-straps	O O O	happiness	1267
and some gussets of garnet beads in the train that shimmered delightfully	O O O O O O O O O O O O	happiness	1267
but set it aside.	O O O O	happiness	1267
Then she put on the black silk with its glistening crimsoned-silver sequins	O O O O O O O O O O O O	happiness	1268
and	O	happiness	1268
lo	O	happiness	1268
it touched her	O O O	happiness	1268
She liked its coquettish drapery of tulle and silver about the hips	O O O O O O O O O O O O	happiness	1268
"The ""overskirt"	O O	happiness	1268
""" which was at that time just coming into fashion"	O O O O O O O O O O	happiness	1268
though avoided by the more conservative	O O O O O O	happiness	1268
had been adopted by Aileen with enthusiasm	O O O O O O O	happiness	1268
She thrilled a little at the rustle of this black dress	O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1268
and thrust her chin and nose forward to make it set right	O O O O O O O O O O O O	happiness	1268
Then after having Kathleen tighten her corsets a little more	O O O O O O O O O O	happiness	1268
she gathered the train over her arm by its train-band and looked again	O O O O O O O O O O O O O	happiness	1268
Something was wanting.	O O O	happiness	1268
While he was dancing first with Mrs	O O O O O O O	happiness	1269
Cowperwood and later with Mrs	O O O O O	happiness	1269
Seneca Davis	O O	happiness	1269
and still later with Mrs	O O O O O	happiness	1269
Martyn Walker	O O	happiness	1269
Cowperwood had occasion to look at Aileen often	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1269
and each time that he did so there swept over him a sense of great vigor there	O O O O O O O O O O O B-EMO I-EMO I-EMO I-EMO I-EMO O	happiness	1269
of beautiful if raw	O O O O	happiness	1269
dynamic energy that to him was irresistible and especially so to-night	O O O O O O O O O O O	happiness	1269
She was so young	O O O O	happiness	1269
She was beautiful	O O O	happiness	1269
this girl	O O	happiness	1269
and in spite of his wife's repeated derogatory comments he felt that she was nearer to his clear	O O O O O O O O O O O O O O O O O O	happiness	1269
aggressive	O	happiness	1269
unblinking attitude than any one whom he had yet seen in the form of woman.	O O O O O O O O O O O O O O O	happiness	1269
She lifted shy eyes to him now	O O O O O O O	fear	1272
for	O	fear	1272
in spite of her gay	O O O O O	fear	1272
aggressive force she was afraid of him	O O O O O O O	fear	1272
His personality was obviously so dominating	O O O O O O	fear	1272
Now that he was so close to her	O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1272
dancing	O	fear	1272
she conceived of him as something quite wonderful	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1272
and yet she experienced a nervous reaction--a momentary desire to run away.	O O O O O O O B-EMO I-EMO I-EMO I-EMO I-EMO	fear	1272
"""Oh"	O	happiness	1274
I just wanted to see how you danced	O O O O O O O O	happiness	1274
""" she said"	O O O	happiness	1274
tamely	O	happiness	1274
the force of her original feeling having been weakened by a thought of what she was doing	O O O O O O O O O O O O O O O O O	happiness	1274
He noted the change and smiled	O O O O O O	happiness	1274
It was lovely to be dancing with her	O O B-EMO O B-CAU I-CAU I-CAU I-CAU	happiness	1274
He had not thought mere dancing could hold such charm.	O O O O O O O O O O	happiness	1274
Still	O	happiness	1276
now that he had said this	O O O O O O	happiness	1276
strong thoughts of her were in his mind	O O O O O O O O	happiness	1276
And despite his involved social and financial position	O O O O O O O O	happiness	1276
which he now recalled	O O O O	happiness	1276
it was interesting to him to see how deliberately and even calculatingly--and worse	O O B-EMO O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU O	happiness	1276
enthusiastically-- he was pumping the bellows that tended only to heighten the flames of his desire for this girl	O O O O O O O O O O O O O O O O O O O	happiness	1276
to feed a fire that might ultimately consume him--and how deliberately and resourcefully	O O O O O O O O O O O O O	happiness	1276
Instead of dwelling on the works of nature	O O O O O O O O	happiness	1278
its beauty and subtlety	O O O O	happiness	1278
to his material disadvantage	O O O O	happiness	1278
he found a happy mean	O O O B-EMO O	happiness	1278
owing to the swiftness of his intellectual operations	O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1278
whereby he could	O O O	happiness	1278
intellectually and emotionally	O O O	happiness	1278
rejoice in the beauty of life without interfering with his perpetual material and financial calculations	O O O O O O O O O O O O O O O	happiness	1278
And when it came to women and morals	O O O O O O O O	happiness	1278
which involved so much relating to beauty	O O O O O O O	happiness	1278
happiness	O	happiness	1278
a sense of distinction and variety in living	O O O O O O O O	happiness	1278
he was but now beginning to suspect for himself at least that apart from maintaining organized society in its present form there was no basis for this one-life	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness	1278
one-love idea.	O O	happiness	1278
And it presents the operations of the subtlest of the intellectuals and of the egoists	O O O O O O O O O O O O O O O	happiness	1279
Cowperwood was a financier	O O O O	happiness	1279
Instead of dwelling on the works of nature	O O O O O O O O	happiness	1279
its beauty and subtlety	O O O O	happiness	1279
to his material disadvantage	O O O O	happiness	1279
he found a happy mean	O O O O O	happiness	1279
owing to the swiftness of his intellectual operations	O O O O O O O O	happiness	1279
whereby he could	O O O	happiness	1279
intellectually and emotionally	O O O	happiness	1279
rejoice in the beauty of life without interfering with his perpetual material and financial calculations	B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1279
And when it came to women and morals	O O O O O O O O	happiness	1279
which involved so much relating to beauty	O O O O O O O	happiness	1279
happiness	O	happiness	1279
a sense of distinction and variety in living	O O O O O O O O	happiness	1279
he was but now beginning to suspect for himself at least that apart from maintaining organized society in its present form there was no basis for this one-life	O O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness	1279
one-love idea.	O O	happiness	1279
Again	O	anger	1280
it was so very evident	O O O O O	anger	1280
in so many ways	O O O O	anger	1280
that force was the answer--great mental and physical force	O O O O O O O O O	anger	1280
Why	O	anger	1280
these giants of commerce and money could do as they pleased in this life	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger	1280
and did	O O	anger	1280
He had already had ample local evidence of it in more than one direction	O O O O O O O O O O O O O O	anger	1280
Worse--the little guardians of so-called law and morality	O O O O O O O O	anger	1280
the newspapers	O O	anger	1280
the preachers	O O	anger	1280
the police	O O	anger	1280
and the public moralists generally	O O O O O	anger	1280
so loud in their denunciation of evil in humble places	O O O O O O O O O O	anger	1280
were cowards all when it came to corruption in high ones	O O O O O O O O O O O	anger	1280
They did not dare to utter a feeble squeak until some giant had accidentally fallen and they could do so without danger to themselves	O O O O O O O O O O O O O O O O O O O O O O O O	anger	1280
Then	O	anger	1280
O Heavens	O O	anger	1280
the palaver	O O	anger	1280
What beatings of tom-toms	B-EMO I-EMO I-EMO I-EMO	anger	1280
What mouthings of pharisaical moralities--platitudes	O O O O O	anger	1280
Run now	O O	anger	1280
good people	O O	anger	1280
for you may see clearly how evil is dealt with in high places	O O O O O O O O O O O O O	anger	1280
Again	O	anger	1284
it was so very evident	O O O O O	anger	1284
in so many ways	O O O O	anger	1284
that force was the answer--great mental and physical force	O O O O O O O O O	anger	1284
Why	O	anger	1284
these giants of commerce and money could do as they pleased in this life	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger	1284
and did	O O	anger	1284
He had already had ample local evidence of it in more than one direction	O O O O O O O O O O O O O O	anger	1284
Worse--the little guardians of so-called law and morality	O O O O O O O O	anger	1284
the newspapers	O O	anger	1284
the preachers	O O	anger	1284
the police	O O	anger	1284
and the public moralists generally	O O O O O	anger	1284
so loud in their denunciation of evil in humble places	O O O O O O O O O O	anger	1284
were cowards all when it came to corruption in high ones	O O O O O O O O O O O	anger	1284
They did not dare to utter a feeble squeak until some giant had accidentally fallen and they could do so without danger to themselves	O O O O O O O O O O O O O O O O O O O O O O O O	anger	1284
Then	O	anger	1284
O Heavens	O O	anger	1284
the palaver	O O	anger	1284
What beatings of tom-toms	O O O O	anger	1284
What mouthings of pharisaical moralities--platitudes	O O O O O	anger	1284
Run now	O O	anger	1284
good people	O O	anger	1284
for you may see clearly how evil is dealt with in high places	O O O O O O O O O O O O O	anger	1284
It made him smile	O O O O	anger	1284
Such hypocrisy	O O	anger	1284
Such cant	O B-EMO	anger	1284
Still	O	anger	1284
so the world was organized	O O O O O	anger	1284
and it was not for him to set it right	O O O O O O O O O O	anger	1284
Let it wag as it would	O O O O O O	anger	1284
The thing for him to do was to get rich and hold his own--to build up a seeming of virtue and dignity which would pass muster for the genuine thing	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O	anger	1284
Force would do that	O O O O	anger	1284
Quickness of wit	O O O	anger	1284
And he had these	O O O O	anger	1284
"""I satisfy myself"	O O O	anger	1284
""" was his motto"	O O O O	anger	1284
and it might well have been emblazoned upon any coat of arms which he could have contrived to set forth his claim to intellectual and social nobility.	O O O O O O O O O O O O O O O O O O O O O O O O O O O	anger	1284
But this matter of Aileen was up for consideration and solution at this present moment	O O O O O O O O O O O O O O O	disgust	1285
and because of his forceful	O O O O O	disgust	1285
determined character he was presently not at all disturbed by the problem it presented	O O O O O O O O O O O O O O	disgust	1285
It was a problem	O O O O	disgust	1285
like some of those knotty financial complications which presented themselves daily	O O O O O O O O O O O	disgust	1285
but it was not insoluble	O O O O O	disgust	1285
What did he want to do	O O O O O O	disgust	1285
He couldn't leave his wife and fly with Aileen	O O O O O O O O O	disgust	1285
that was certain	O O O	disgust	1285
He had too many connections	O O O O O	disgust	1285
He had too many social	O O O O O	disgust	1285
and thinking of his children and parents	O O O O O O O	disgust	1285
emotional as well as financial ties to bind him	O O O O O O O O O	disgust	1285
Besides	O	disgust	1285
he was not at all sure that he wanted to	O O B-EMO I-EMO I-EMO I-EMO I-EMO I-EMO I-EMO I-EMO	disgust	1285
He did not intend to leave his growing interests	O O O O O O O O O	disgust	1285
and at the same time he did not intend to give up Aileen immediately	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	disgust	1285
The unheralded manifestation of interest on her part was too attractive.	O O O O O O O O O O O	disgust	1285
At the same time	O O O O	disgust	1287
in contemplating his wife in connection with all this	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	disgust	1287
he had many qualms	O O O O	disgust	1287
some emotional	O B-EMO	disgust	1287
some financial	O O	disgust	1287
While she had yielded to his youthful enthusiasm for her after her husband's death	O O O O O O O O O O O O O O	disgust	1287
he had only since learned that she was a natural conservator of public morals--the cold purity of the snowdrift in so far as the world might see	O O O O O O O O O O O O O O O O O O O O O O O O O O O	disgust	1287
combined at times with the murky mood of the wanton.	O O O O O O O O O O	disgust	1287
And yet	O O	sadness	1288
as he had also learned	O O O O O	sadness	1288
she was ashamed of the passion that at times swept and dominated her	O O B-EMO I-EMO B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	sadness	1288
This irritated Cowperwood	O O O	sadness	1288
as it would always irritate any strong	O O O O O O O	sadness	1288
acquisitive	O	sadness	1288
direct-seeing temperament	O O	sadness	1288
While he had no desire to acquaint the whole world with his feelings	O O O O O O O O O O O O O	sadness	1288
why should there be concealment between them	O O O O O O O	sadness	1288
or at least mental evasion of a fact which physically she subscribed to	O O O O O O O O O O O O O	sadness	1288
Why do one thing and think another	O O O O O O O	sadness	1288
At the same time	O O O O	anger	1290
in contemplating his wife in connection with all this he had many qualms	O O O O O O O O O O O O O	anger	1290
some emotional	O O	anger	1290
some financial	O O	anger	1290
While she had yielded to his youthful enthusiasm for her after her husband's death	O O O O O O O O O O O O O O	anger	1290
he had only since learned that she was a natural conservator of public morals--the cold purity of the snowdrift in so far as the world might see	O O O O O O O O O O O O O O O O O O O O O O O O O O O	anger	1290
combined at times with the murky mood of the wanton	O O O O O O O O O O	anger	1290
And yet	O O	anger	1290
as he had also learned	O O O O O	anger	1290
she was ashamed of the passion that at times swept and dominated her	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	anger	1290
This irritated Cowperwood	O O O	anger	1290
as it would always irritate any strong	O O O O B-EMO O O	anger	1290
acquisitive	O	anger	1290
direct-seeing temperament	O O	anger	1290
While he had no desire to acquaint the whole world with his feelings	O O O O O O O O O O O O O	anger	1290
why should there be concealment between them	O O O O O O O	anger	1290
or at least mental evasion of a fact which physically she subscribed to	O O O O O O O O O O O O O	anger	1290
Why do one thing and think another	O O O O O O O	anger	1290
To be sure	O O O	anger	1290
she was devoted to him in her quiet way	O O O O O O O O O	anger	1290
not passionately (as he looked back he could not say that she had ever been that)	O O O O O O O O O O O O O O O O	anger	1290
but intellectually	O O	anger	1290
Duty	O	anger	1290
as she understood it	O O O O	anger	1290
played a great part in this.	O O O O O O	anger	1290
It is a question as to what would have happened if antagonistic forces could have been introduced just at this time	O O O O O O O O O O O O O O O O O O O O O	fear	1295
Emotions and liaisons of this character can	O O O O O O O	fear	1295
of course	O O	fear	1295
occasionally be broken up and destroyed	O O O O O O	fear	1295
The characters of the individuals can be modified or changed to a certain extent	O O O O O O O O O O O O O O	fear	1295
but the force must be quite sufficient	O O O O O O O	fear	1295
Fear is a great deterrent--fear of material loss where there is no spiritual dread--but wealth and position so often tend to destroy this dread	O O O O O B-EMO B-CAU I-CAU O O O O O O O O O O O O O O O O	fear	1295
It is so easy to scheme with means	O O O O O O O O	fear	1295
Aileen had no spiritual dread whatever	O O O O O O	fear	1295
Cowperwood was without spiritual or religious feeling	O O O O O O O	fear	1295
He looked at this girl	O O O O O	fear	1295
and his one thought was how could he so deceive the world that he could enjoy her love and leave his present state undisturbed	O O O O O O O O O O O O O O O B-EMO O O O O O O O O	fear	1295
Love her he did surely.	O O O O O	fear	1295
And as for safeguards against the production of new life--they were not mysteries to him any longer	O O O O O O O O O O O O O O O O O	fear	1296
He knew all about them	O O O O O	fear	1296
Care was the point of caution	O O O O O O	fear	1296
He had to be cautious	O O O O B-EMO	fear	1296
for he was so rapidly coming to be an influential and a distinguished man	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1296
Aileen	O	fear	1296
of course	O O	fear	1296
was not conscious	O O O	fear	1296
except in a vague way	O O O O O	fear	1296
of the drift of her passion	O O O O O O	fear	1296
the ultimate destiny to which this affection might lead was not clear to her	O O O O O O O O O O O O O O	fear	1296
Her craving was for love--to be fondled and caressed--and she really did not think so much further	O O O O O O O O O O O O O O O O O	fear	1296
Further thoughts along this line were like rats that showed their heads out of dark holes in shadowy corners and scuttled back at the least sound	O O O O O O O O O O O O O O O O O O O O O O O O O O	fear	1296
And	O	fear	1296
anyhow	O	fear	1296
all that was to be connected with Cowperwood would be beautiful	O O O O O O O O O O O	fear	1296
She really did not think that he loved her yet as he should	O O O O O O O O O O O O O	fear	1296
but he would	O O O	fear	1296
She did not know that she wanted to interfere with the claims of his wife	O O O O O O O O O O O O O O O	fear	1296
She did not think she did	O O O O O O	fear	1296
But it would not hurt Mrs	O O O O O O	fear	1296
Cowperwood if Frank loved her--Aileen--also.	O O O O O	fear	1296
for the time being there was love-making	O O O O O O O	happiness	1297
the usual billing and cooing of lovers in a simple and much less than final fashion	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1297
and the lovely horseback rides together under the green trees of the approaching spring were idyllic	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1297
Cowperwood awakened to a sense of joy in life such as he fancied	O O O B-EMO I-EMO I-EMO I-EMO O O O O O O	happiness	1297
in the blush of this new desire	O O O O O O O	happiness	1297
he had never experienced before	O O O O O	happiness	1297
Lillian had been lovely in those early days in which he had first called on her in North Front Street	O O O O O O O O O O O O O O O O O O O O	happiness	1297
and he had fancied himself unspeakably happy at that time	O O O O O O O O O O	happiness	1297
but that was nearly ten years since	O O O O O O O	happiness	1297
and he had forgotten.	O O O O	happiness	1297
He paused	O O	happiness	1300
She still gazed thoughtfully at the water below	O O O O O O O O	happiness	1300
her mind running out to a yacht on the sea with him	O O O O O O O O O O O O	happiness	1300
a palace somewhere-- just they two	O O O O O O	happiness	1300
Her eyes	O O	happiness	1300
half closed	O O	happiness	1300
saw this happy world	O O O O	happiness	1300
and	O	happiness	1300
listening to him	B-CAU I-CAU I-CAU	happiness	1300
she was fascinated.	O O B-EMO	happiness	1300
Mrs	O	happiness	1301
Cowperwood might die	O O O	happiness	1301
or he might run away with her at thirty-five when he had a million	O O O O O O O O O O O O O O	happiness	1301
Some adjustment would be made	O O O O O	happiness	1301
somehow	O	happiness	1301
Nature had given her this man	O O O O O O	happiness	1301
She relied on him implicitly	O O O O O	happiness	1301
When he told her that he would take care of her so that nothing evil should befall	O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1301
she believed him fully	O B-EMO I-EMO I-EMO	happiness	1301
Such sins are the commonplaces of the confessional.	O O O O O O O O	happiness	1301
That the modern home is the most beautiful of schemes	O O O O O O O O O O	happiness	1302
when based upon mutual sympathy and understanding between two	O O O O O O O O O	happiness	1302
need not be questioned	O O O O	happiness	1302
And yet this fact should not necessarily carry with it a condemnation of all love not so fortunate as to find so happy a denouement	O O O O O O O O O O O O O O O O O O O O O O O O O	happiness	1302
Life cannot be put into any mold	O O O O O O O	happiness	1302
and the attempt might as well be abandoned at once	O O O O O O O O O O	happiness	1302
Those so fortunate as to find harmonious companionship for life should congratulate themselves and strive to be worthy of it	O O B-EMO O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1302
Those not so blessed	O O O O	happiness	1302
though they be written down as pariahs	O O O O O O O	happiness	1302
have yet some justification	O O O O	happiness	1302
And	O	happiness	1302
besides	O	happiness	1302
whether we will or not	O O O O O	happiness	1302
theory or no theory	O O O O	happiness	1302
the basic facts of chemistry and physics remain	O O O O O O O O	happiness	1302
Like is drawn to like.	O O O O O	happiness	1302
These two felt unutterably bound to each other	O O O O O O O O	happiness	1303
Cowperwood	O	happiness	1303
once he came to understand her	O B-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1303
fancied that he had found the one person with whom he could live happily the rest of his life	O O O O O O O O O O O O O B-EMO O O O O O	happiness	1303
She was so young	O O O O	happiness	1303
so confident	O O	happiness	1303
so hopeful	O O	happiness	1303
so undismayed	O O	happiness	1303
All these months since they had first begun to reach out to each other he had been hourly contrasting her with his wife.	O O O O O O O O O O O O O O O O O O O O O O O	happiness	1303
As it was he was constantly watching the certificates of loan issue	O O O O O O O O O O O O	fear	1305
for the city treasury	O O O O	fear	1305
--buying large quantities when the market was falling to protect it and selling heavily	O O O O O O O O O O O O O O	fear	1305
though cautiously	O O	fear	1305
when he saw it rising and to do this he had to have a great deal of free money to permit him to do it	O O O O O O O O O O O O O O O O O O O O O O O O O	fear	1305
He was constantly fearful of some break in the market which would affect the value of all his securities and result in the calling of his loans	O O O B-EMO O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1305
There was no storm in sight	O O O O O O	fear	1305
He did not see that anything could happen in reason	O O O O O O O O O O	fear	1305
but he did not want to spread himself out too thin.	O O O O O O O O O O O	fear	1305
Things had changed considerably for him since the days when he had been fortuitously and almost indifferently made city treasurer	O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1306
His method of dressing had so much improved since he had been inducted into office	O O O O O O O O O O O O O O O	happiness	1306
and his manner expressed so much more good feeling	O O O O O O O B-EMO I-EMO	happiness	1306
confidence	O	happiness	1306
aplomb	O	happiness	1306
that he would not have recognized himself if he had been permitted to see himself as had those who had known him before.	O O O O O O O O O O O O O O O O O O O O O O O	happiness	1306
His one pet idea	O O O O	fear	1309
the thing he put more faith in than anything else	O O O O O O O O O O	fear	1309
was his street-railway manipulations	O O O O	fear	1309
and particularly his actual control of the Seventeenth and Nineteenth Street line	O O O O O O O O O O O O	fear	1309
Through an advance to him	O O O O O	fear	1309
on deposit	O O	fear	1309
made in his bank by Stener at a time when the stock of the Seventeenth and Nineteenth Street line was at a low ebb	O O O O O O O O O O O O O O O O O O O O O O O O	fear	1309
he had managed to pick up fifty-one per cent	O O O O O O O O O	fear	1309
of the stock for himself and Stener	O O O O O O O	fear	1309
by virtue of which he was able to do as he pleased with the road	O O O O O O O O O O O O O O O	fear	1309
To accomplish this	O O O	fear	1309
however	O	fear	1309
"he had resorted to some very ""peculiar"" methods"	O O O O O O O O	fear	1309
as they afterward came to be termed in financial circles	O O O O O O O O O O	fear	1309
to get this stock at his own valuation	O O O O O O O O	fear	1309
Through agents he caused suits for damages to be brought against the company for non-payment of interest due	O O O O O O O O O O O O O O O O O O	fear	1309
A little stock in the hands of a hireling	O O O O O O O O O	fear	1309
a request made to a court of record to examine the books of the company in order to determine whether a receivership were not advisable	B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	fear	1309
a simultaneous attack in the stock market	O O O O O O O	fear	1309
selling at three	O O O	fear	1309
five	O	fear	1309
seven	O	fear	1309
and ten points off	O O O O	fear	1309
brought the frightened stockholders into the market with their holdings	O O B-EMO O O O O O O O	fear	1309
The banks considered the line a poor risk	O O O O O O O O	fear	1309
and called their loans in connection with it.	O O O O O O O O	fear	1309
This intoxicated him	O B-EMO O	happiness	1310
for immediately he saw the opportunity of fulfilling his long-contemplated dream--that of reorganizing the company in conjunction with the North Pennsylvania line	O O O O O O O O O O O O B-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU I-CAU	happiness	1310
issuing three shares where one had been before and after unloading all but a control on the general public	O O O O O O O O O O O O O O O O O O O	happiness	1310
using the money secured to buy into other lines which were to be boomed and sold in the same way	O O O O O O O O O O O O O O O O O O O O	happiness	1310
In short	O O	happiness	1310
he was one of those early	O O O O O O	happiness	1310
daring manipulators who later were to seize upon other and ever larger phases of American natural development for their own aggrandizement.	O O O O O O O O O O O O O O O O O O O O O	happiness	1310
However	O	happiness	1312
by the spring and summer of 1871	O O O O O O O	happiness	1312
Cowperwood had actually	O O O	happiness	1312
without being in any conceivable danger from any source	O O O O O O O O O	happiness	1312
spread himself out very thin	O O O O O	happiness	1312
Because of his great success he had grown more liberal--easier--in his financial ventures	O O O O O O O O O O O O O	happiness	1312
By degrees	O O	happiness	1312
and largely because of his own confidence in himself	O O O O O O O O O	happiness	1312
he had induced his father to enter upon his street-car speculations	O O O O O O O O O O O	happiness	1312
to use the resources of the Third National to carry a part of his loans and to furnish capital at such times as quick resources were necessary	O O O O O O O O O O O O O O O O O O O O O O O O O O O	happiness	1312
In the beginning the old gentleman had been a little nervous and skeptical	O O O O O O O O O O O O O	happiness	1312
